composer	composer_first	work_group	work catalogue	opus	no	mov	title	composition	publication	source	display_year	Fbb	Cbb	Gbb	Dbb	Abb	Ebb	Bbb	Fb	Cb	Gb	Db	Ab	Eb	Bb	F	C	G	D	A	E	B	F#	C#	G#	D#	A#	E#	B#	F##	C##	G##	D##	A##	E##	B##
Satie	Erik	Sarabandes			3				1887.0	MS	1887.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	39.0	115.0	232.0	137.0	142.0	260.0	176.0	119.0	10.0	16.0	67.0	18.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Satie	Erik	Gymnopédies			1				1888.0	MS	1888.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	15.0	65.0	74.0	242.0	470.0	592.0	437.0	279.0	335.0	361.0	157.0	50.0	29.0	23.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Satie	Erik	Gymnopédies			2				1888.0	MS	1888.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	31.0	17.0	77.0	164.0	189.0	154.0	63.0	88.0	86.0	36.0	13.0	6.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Satie	Erik	Gymnopédies			3				1888.0	MS	1888.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	12.0	0.0	58.0	135.0	106.0	139.0	221.0	357.0	217.0	95.0	129.0	147.0	64.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Satie	Erik	Gnossiennes			1				1893.0	MS	1893.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	29.0	80.0	255.0	349.0	321.0	354.0	434.0	455.0	237.0	75.0	75.0	134.0	28.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Satie	Erik	Gnossiennes			2				1893.0	MS	1893.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	47.0	227.0	385.0	460.0	369.0	287.0	339.0	247.0	83.0	78.0	50.0	29.0	23.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Satie	Erik	Gnossiennes			3				1893.0	MS	1893.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	62.0	162.0	149.0	256.0	607.0	659.0	338.0	206.0	382.0	242.0	102.0	21.0	4.0	19.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Satie	Erik	Gnossiennes			4			1891.0	1968.0	MS	1891.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	25.0	55.0	267.0	453.0	381.0	404.0	530.0	739.0	437.0	97.0	59.0	202.0	85.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Satie	Erik	Gnossiennes			5			1889.0		MS	1889.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	37.0	61.0	158.0	66.0	215.0	561.0	552.0	339.0	205.0	238.0	196.0	98.0	36.0	13.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Satie	Erik	Gnossiennes			6			1897.0		MS	1897.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	9.0	53.0	140.0	284.0	160.0	138.0	176.0	224.0	126.0	35.0	14.0	74.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Satie	Erik	Gnossiennes			7			1891.0		MS	1891.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	28.0	35.0	123.0	155.0	195.0	138.0	72.0	135.0	69.0	26.0	14.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz		D. 756	59	1		Du liebst mich nicht		1895.0	OSLC	1895.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	44.0	231.0	502.0	604.0	394.0	323.0	441.0	279.0	109.0	40.0	51.0	14.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz		D. 775	59	2		Dass sie hier gewesen		1895.0	OSLC	1895.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	25.0	114.0	81.0	239.0	688.0	589.0	464.0	332.0	382.0	306.0	146.0	47.0	53.0	14.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz		D. 776	59	3		Du bist die Ruh		1895.0	OSLC	1895.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	10.0	17.0	99.0	108.0	115.0	95.0	51.0	83.0	55.0	16.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz		D. 775	59	4		Lachen und Weinen		1895.0	OSLC	1895.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	22.0	38.0	49.0	234.0	394.0	436.0	354.0	210.0	281.0	271.0	65.0	26.0	15.0	14.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz		D. 778	60	1		Greisengesang	1823.0	1895.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	22.0	28.0	37.0	52.0	178.0	318.0	369.0	292.0	227.0	259.0	199.0	65.0	33.0	31.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz		D. 801	60	2		Dithyrambe	1823.0	1895.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	13.0	18.0	27.0	172.0	366.0	373.0	363.0	252.0	344.0	262.0	96.0	38.0	70.0	26.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Vier Gesänge aus 'Wilhelm Meister'	D. 877	62	1		Mignon und der Harfner		1826.0	OSLC	1826.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	12.0	48.0	86.0	316.0	506.0	540.0	404.0	291.0	392.0	403.0	139.0	56.0	71.0	34.0	13.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Vier Gesänge aus 'Wilhelm Meister'	D. 877	62	2		Lied der Mignon (Heiss mich nicht reden)		1826.0	OSLC	1826.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	9.0	72.0	109.0	72.0	231.0	488.0	373.0	403.0	182.0	215.0	251.0	117.0	18.0	21.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Vier Gesänge aus 'Wilhelm Meister'	D. 877	62	3		Lied der Mignon (So lasst mich scheinen)		1826.0	OSLC	1826.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	76.0	120.0	344.0	711.0	670.0	567.0	404.0	400.0	365.0	184.0	46.0	30.0	32.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Vier Gesänge aus 'Wilhelm Meister'	D. 877	62	4		Lied der Mignon (Nur wer die Sehnsucht kennt)		1826.0	OSLC	1826.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	64.0	105.0	84.0	182.0	376.0	505.0	364.0	137.0	201.0	206.0	103.0	21.0	6.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	1		Gute Nacht		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	25.0	106.0	181.0	329.0	273.0	295.0	411.0	383.0	289.0	136.0	54.0	83.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	2		Die Wetterfahne		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	66.0	111.0	227.0	154.0	221.0	385.0	529.0	260.0	92.0	20.0	113.0	88.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	3		Gefror'ne Tränen		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	77.0	132.0	131.0	120.0	190.0	200.0	209.0	71.0	2.0	23.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	4		Erstarrung		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	26.0	8.0	45.0	44.0	52.0	79.0	118.0	233.0	140.0	169.0	199.0	187.0	103.0	72.0	12.0	42.0	25.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	5		Der Lindenbaum		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	81.0	76.0	78.0	161.0	208.0	217.0	147.0	69.0	106.0	73.0	20.0	11.0	6.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	6		Wasserfluth		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	31.0	21.0	90.0	161.0	87.0	122.0	214.0	215.0	88.0	35.0	9.0	47.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	7		Auf dem Flusse		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	76.0	244.0	246.0	219.0	213.0	369.0	345.0	148.0	43.0	40.0	49.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	8		Rückblick		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	28.0	98.0	279.0	335.0	246.0	350.0	551.0	467.0	260.0	96.0	64.0	135.0	47.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	9		Irrlicht		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	123.0	248.0	308.0	173.0	110.0	180.0	121.0	20.0	11.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	10		Rast		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	141.0	129.0	69.0	75.0	86.0	65.0	12.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	11		Frühlingstraum		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	30.0	21.0	28.0	44.0	137.0	243.0	160.0	167.0	163.0	149.0	140.0	58.0	18.0	33.0	17.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	12		Einsamkeit		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	25.0	165.0	381.0	486.0	427.0	468.0	677.0	582.0	359.0	158.0	85.0	100.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	13		Die Post		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	44.0	50.0	154.0	441.0	541.0	408.0	488.0	657.0	604.0	334.0	66.0	78.0	164.0	71.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	14		Der greise Kopf		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	26.0	149.0	201.0	39.0	154.0	317.0	260.0	162.0	64.0	82.0	113.0	67.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	15		Die Krähe		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	8.0	39.0	112.0	289.0	297.0	271.0	285.0	389.0	303.0	200.0	77.0	44.0	82.0	55.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	16		Letzte Hoffnung		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	12.0	102.0	139.0	149.0	102.0	59.0	96.0	81.0	20.0	15.0	7.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	17		Im Dorfe		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	88.0	192.0	69.0	178.0	389.0	392.0	232.0	123.0	103.0	114.0	42.0	14.0	8.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	18		Der stürmische Morgen		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	55.0	107.0	273.0	475.0	726.0	487.0	373.0	444.0	398.0	176.0	63.0	94.0	55.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	19		Täuschung		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	63.0	382.0	666.0	557.0	499.0	655.0	895.0	543.0	110.0	54.0	209.0	93.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	20		Der Wegweiser		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	20.0	48.0	84.0	72.0	221.0	483.0	455.0	391.0	253.0	319.0	259.0	104.0	71.0	48.0	11.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	21		Das Wirtshaus		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	12.0	33.0	24.0	22.0	179.0	365.0	430.0	243.0	151.0	211.0	181.0	43.0	27.0	17.0	14.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	22		Muth		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	9.0	20.0	23.0	17.0	51.0	145.0	125.0	94.0	132.0	159.0	79.0	44.0	34.0	12.0	8.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	23		Die Nebensonnen		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	13.0	40.0	320.0	584.0	621.0	527.0	361.0	485.0	385.0	151.0	60.0	58.0	22.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Winterreise	D. 911	89	24		Der Leiermann		1827.0	OSLC	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	45.0	35.0	38.0	230.0	322.0	257.0	236.0	153.0	238.0	113.0	52.0	41.0	16.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Impromptus	Op.	90	1			1827.0	1827.0	DCML	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	20.0	77.0	61.0	31.0	65.0	112.0	107.0	79.0	53.0	53.0	54.0	16.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Impromptus	Op.	90	2			1827.0	1827.0	DCML	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	10.0	14.0	32.0	279.0	533.0	536.0	408.0	301.0	334.0	326.0	106.0	37.0	21.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Impromptus	Op.	90	3			1827.0	1827.0	DCML	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	6.0	137.0	227.0	266.0	190.0	133.0	173.0	161.0	48.0	13.0	17.0	8.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Impromptus	Op.	90	4			1827.0	1827.0	DCML	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	38.0	56.0	27.0	83.0	88.0	112.0	78.0	28.0	62.0	41.0	18.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Impromptus	Op.	142	1			1827.0	1839.0	DCML	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	228.0	389.0	351.0	252.0	372.0	670.0	481.0	118.0	36.0	168.0	111.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Impromptus	Op.	142	2			1827.0	1839.0	DCML	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	81.0	64.0	104.0	169.0	244.0	210.0	299.0	414.0	504.0	343.0	175.0	177.0	227.0	82.0	10.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Impromptus	Op.	142	3			1827.0	1839.0	DCML	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	6.0	20.0	150.0	179.0	161.0	168.0	254.0	358.0	190.0	48.0	17.0	93.0	41.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Impromptus	Op.	142	4			1827.0	1839.0	DCML	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	47.0	89.0	110.0	384.0	651.0	722.0	661.0	407.0	472.0	423.0	177.0	57.0	40.0	40.0	10.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Wanderer-Fantasie	D. 760					1822.0		MS	1822.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	20.0	35.0	25.0	20.0	69.0	200.0	188.0	127.0	103.0	147.0	129.0	52.0	13.0	20.0	7.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Klavierstücke	D. 946		1			1828.0		MS	1828.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	14.0	77.0	119.0	79.0	176.0	235.0	278.0	152.0	95.0	110.0	110.0	40.0	7.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Klavierstücke	D. 946		2			1828.0		MS	1828.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	127.0	94.0	99.0	426.0	664.0	784.0	673.0	389.0	518.0	404.0	248.0	123.0	38.0	41.0	6.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		1		Das Wandern		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	19.0	53.0	102.0	146.0	102.0	292.0	549.0	729.0	483.0	235.0	377.0	285.0	109.0	52.0	9.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		2		Wohin?		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	15.0	33.0	27.0	61.0	90.0	110.0	82.0	24.0	40.0	70.0	39.0	13.0	5.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		3		Halt!		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	19.0	29.0	25.0	137.0	265.0	310.0	146.0	113.0	168.0	145.0	86.0	12.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		4		Danksagung an den Bach		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	18.0	303.0	553.0	766.0	469.0	399.0	496.0	325.0	107.0	82.0	146.0	39.0	24.0	7.0	10.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		5		Am Feierabend		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	75.0	115.0	68.0	141.0	304.0	335.0	202.0	57.0	81.0	107.0	22.0	15.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		6		Der Neugierige		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	15.0	37.0	93.0	50.0	48.0	133.0	234.0	283.0	205.0	117.0	123.0	91.0	57.0	29.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		7		Ungeduld		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	38.0	39.0	84.0	330.0	687.0	661.0	569.0	385.0	469.0	450.0	234.0	145.0	95.0	62.0	40.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		8		Morgengruß		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	71.0	189.0	430.0	371.0	233.0	220.0	257.0	173.0	70.0	14.0	13.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		9		Des Müllers Blumen		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	35.0	41.0	24.0	67.0	50.0	48.0	24.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		10		Tränenregen		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	0.0	146.0	392.0	424.0	306.0	166.0	301.0	226.0	58.0	9.0	13.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		11		Mein!		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	132.0	262.0	323.0	259.0	141.0	207.0	123.0	35.0	19.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		12		Pause		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	23.0	154.0	260.0	228.0	134.0	97.0	139.0	78.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		13		Mit dem grünen Lautenbande		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	73.0	49.0	69.0	194.0	277.0	327.0	216.0	182.0	239.0	153.0	51.0	36.0	32.0	12.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		14		Der Jäger		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	22.0	24.0	219.0	259.0	138.0	218.0	364.0	308.0	181.0	46.0	75.0	169.0	34.0	11.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		15		Eifersucht und Stolz		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	30.0	6.0	158.0	271.0	405.0	219.0	133.0	211.0	159.0	52.0	43.0	17.0	19.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		16		Die liebe Farbe		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	30.0	49.0	151.0	294.0	198.0	279.0	380.0	370.0	184.0	55.0	62.0	108.0	18.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		17		Die böse Farbe		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	15.0	54.0	168.0	190.0	118.0	141.0	206.0	196.0	107.0	12.0	26.0	77.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schubert	Franz	Die schöne Müllerin	D. 795		18		Trockne Blumen		1823.0	OSLC	1823.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	68.0	0.0	146.0	207.0	383.0	183.0	81.0	123.0	140.0	57.0	29.0	47.0	87.0	22.0	8.0	54.0	11.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
