composer	composer_first	work_group	work_catalogue	opus	no	mov	title	composition	publication	source	display_year	Fbb	Cbb	Gbb	Dbb	Abb	Ebb	Bbb	Fb	Cb	Gb	Db	Ab	Eb	Bb	F	C	G	D	A	E	B	F#	C#	G#	D#	A#	E#	B#	F##	C##	G##	D##	A##	E##	B##
Satie	Erik	Ogives			1				1889.0	MS	1889.0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	22	57	75	84	96	84	75	34	0	0	0	0	0	0	0	0	0	0	0	0	0
Satie	Erik	Ogives			2				1889.0	MS	1889.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	90	83	75	109	77	49	17	0	0	0	0	0	0	0	0	0	0	0
Satie	Erik	Ogives			3				1889.0	MS	1889.0	0	0	0	0	0	0	0	0	0	0	0	0	6	40	71	88	33	87	90	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Satie	Erik	Ogives			4				1889.0	MS	1889.0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	58	113	74	88	60	81	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Satie	Erik	Sarabandes			1				1887.0	MS	1887.0	0	0	0	0	7	3	22	27	62	86	92	143	127	96	70	50	13	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Satie	Erik	Sarabandes			2				1887.0	MS	1887.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	31	82	140	93	104	137	82	63	49	25	5	2	2	0	0	0	0
Satie	Erik	Sarabandes			3				1887.0	MS	1887.0	0	0	0	8	8	24	32	113	106	62	142	169	125	101	32	7	23	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarlatti	Domenico	Sonata	K	87						MS	1721.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	79	115	60	119	155	153	122	18	12	44	8	1	0	0	0	0	0	0	0
Scarlatti	Domenico	Sonata	K	64						MS	1721.0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	61	31	60	92	136	73	17	3	21	11	0	0	0	0	0	0	0	0	0	0	0
Scarlatti	Domenico	Sonata	K	64						MS	1721.0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	62	32	60	89	129	72	17	3	22	11	0	0	0	0	0	0	0	0	0	0	0
Scarlatti	Domenico	Sonata	K	431						MS	1721.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	35	36	38	11	23	19	4	0	0	0	0	0	0	0	0	0	0	0	0
Scarlatti	Domenico	Sonata	K	63						MS	1721.0	0	0	0	0	0	0	0	0	0	0	0	2	5	6	9	39	87	98	104	68	36	62	23	3	0	0	0	0	0	0	0	0	0	0	0
Scarlatti	Domenico	Sonata	K	19						MS	1721.0	0	0	0	0	0	0	0	0	0	0	48	80	53	51	59	71	55	4	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarlatti	Domenico	Sonata	K	531						MS	1721.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	69	64	60	125	156	124	64	41	50	58	11	0	4	2	0	0	0	0	0
Scheidt	Samuel						Zion spricht		1620.0	KPM	1620.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	89	310	248	291	470	567	287	39	32	97	7	0	0	0	0	0	0	0	0	0	0
Schein	Johann Hermann	Israelsbrünnlein				10	Da Jakob vollendet hatte		1623.0	KPM	1623.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	61	124	104	114	174	186	120	15	34	52	2	0	0	0	0	0	0	0	0	0	0
Schein	Johann Hermann	Israelsbrünnlein				3	Die mit Tränen säen		1623.0	KPM	1623.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	177	115	138	174	211	153	30	15	49	3	0	0	0	0	0	0	0	0	0	0
Schein	Johann Hermann	Israelsbrünnlein				21	Was betrübst du dich, meine Seele		1623.0	KPM	1623.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	42	125	106	168	228	271	179	47	41	70	6	0	0	0	0	0	0	0	0	0	0
Schein	Johann Hermann	Israelsbrünnlein				6	Wende dich, Herr, und sei mir gnädig		1623.0	KPM	1623.0	0	0	0	0	0	0	0	0	0	0	0	0	76	147	87	134	194	218	204	36	23	83	11	0	0	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin		Op.	34			Scherzo Focoso		1847.0	MS	1847.0	0	0	0	0	0	0	2	0	0	17	10	53	39	43	151	216	478	461	502	861	1059	1505	826	600	555	477	211	54	47	51	6	1	0	0	0
Chopin	Frédéric		Op.	31			Scherzo No. 2	1837.0		MS	1837.0	0	0	0	0	0	0	48	26	106	420	536	807	499	478	784	553	143	211	376	361	254	245	302	347	85	16	24	30	19	0	0	0	0	0	0
Chopin	Frédéric		Op.	54			Scherzo No. 4	1842.0		MS	1842.0	0	0	0	0	0	0	0	8	8	2	32	72	123	108	87	215	113	155	492	865	1001	713	799	817	577	268	119	145	96	30	10	0	2	0	0
Mendelssohn	Felix		WoO	3			Scherz à Capriccio	1835.0	1836.0	MS	1835.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	105	404	437	212	460	740	918	501	130	86	231	135	32	3	0	0	0	0	0
Schubert	Franz	Impromptus	Op.	142	1			1827.0	1839.0	DCML	1827.0	0	0	0	0	0	6	8	44	146	223	372	661	882	530	794	1129	481	246	362	257	45	35	25	22	2	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Impromptus	Op.	142	2			1827.0	1839.0	DCML	1827.0	0	0	0	0	0	0	25	51	0	55	242	322	361	134	131	200	78	6	70	45	3	11	25	5	0	0	1	0	0	0	0	0	0	0	0
Schubert	Franz	Impromptus	Op.	142	3			1827.0	1839.0	DCML	1827.0	0	0	0	0	0	2	15	6	69	181	366	83	320	765	724	535	235	407	312	128	39	31	19	4	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Impromptus	Op.	142	4			1827.0	1839.0	DCML	1827.0	0	0	0	0	0	0	13	68	122	82	506	560	414	504	575	799	456	128	87	240	131	24	62	17	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Impromptus	Op.	90	1			1827.0	1827.0	DCML	1827.0	0	0	0	0	0	0	0	20	45	30	115	303	444	303	297	591	850	492	178	84	182	96	6	12	0	2	0	0	0	0	0	0	0	0	0
Schubert	Franz	Impromptus	Op.	90	2			1827.0	1827.0	DCML	1827.0	0	0	0	0	0	12	0	2	148	163	63	341	347	420	287	116	202	273	40	103	213	233	125	31	24	38	25	2	0	0	0	0	0	0	0
Schubert	Franz	Impromptus	Op.	90	3			1827.0	1827.0	DCML	1827.0	0	0	0	0	6	24	5	80	358	452	328	290	361	403	173	30	53	77	12	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Impromptus	Op.	90	4			1827.0	1827.0	DCML	1827.0	0	0	0	0	0	0	0	75	138	85	335	609	644	318	154	356	165	71	115	238	107	173	277	361	218	46	39	71	32	22	0	0	0	0	0
Schubert	Franz		D. 778	60	1		Greisengesang	1823.0	1895.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	89	50	93	238	279	129	59	116	98	6	4	9	0	0	0	0	0	0
Schubert	Franz		D. 801	60	2		Dithyrambe	1823.0	1895.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	23	98	154	157	63	74	127	40	13	15	17	4	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		10		Tränenregen		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	21	6	77	121	130	87	57	89	64	13	0	12	0	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		11		Mein!		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	12	8	0	37	98	70	60	194	316	364	278	120	190	100	24	13	4	0	0	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		12		Pause		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	24	26	19	39	62	117	225	159	173	112	210	89	16	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		13		Mit dem grünen Lautenbande		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	0	22	65	75	49	21	56	31	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		14		Der Jäger		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	53	94	55	44	132	131	45	6	2	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		15		Eifersucht und Stolz		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	3	18	0	42	127	91	142	203	219	118	29	61	74	3	5	0	0	7	0	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		16		Die liebe Farbe		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	61	12	28	56	259	53	6	6	34	0	0	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		17		Die böse Farbe		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	23	88	35	92	294	534	211	30	113	83	18	0	1	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		18		Trockne Blumen		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	14	86	34	65	214	309	117	57	115	60	20	0	16	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		19		Der Müller und der Bach		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	13	26	48	17	86	167	260	126	63	67	55	31	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		1		Das Wandern		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	0	14	79	101	30	13	53	34	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		20		Des Baches Wiegenlied		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	63	143	165	72	69	107	38	0	0	2	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		2		Wohin?		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	102	246	520	121	138	288	128	17	20	43	19	0	0	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		3		Halt!		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	24	0	15	175	233	288	288	191	170	125	41	6	8	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		4		Danksagung an den Bach		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	0	5	21	13	69	93	218	55	41	93	47	4	6	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		5		Am Feierabend		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	132	193	80	157	289	315	207	27	51	87	29	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		6		Der Neugierige		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	30	67	65	19	79	163	212	82	26	95	65	16	12	2	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		8		Morgengruß		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	22	57	73	40	12	40	29	2	3	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		9		Des Müllers Blumen		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	56	67	36	19	45	23	8	2	3	0	0	0	0	0	0	0	0
Schubert	Franz	Die schöne Müllerin	D. 795		7		Ungeduld		1823.0	OSLC	1823.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	28	84	123	114	111	72	84	51	34	8	3	2	0	0	0	0	0	0	0
Schubert	Franz		D. 756	59	1		Du liebst mich nicht		1895.0	OSLC	1895.0	0	0	0	0	0	0	0	0	2	21	41	13	32	47	58	115	53	97	203	204	119	29	57	41	22	3	0	2	0	0	0	0	0	0	0
Schubert	Franz		D. 775	59	2		Dass sie hier gewesen		1895.0	OSLC	1895.0	0	0	0	0	0	0	0	0	0	0	23	9	16	108	105	108	185	82	53	107	47	2	56	0	0	1	0	0	0	0	0	0	0	0	0
Schubert	Franz		D. 776	59	3		Du bist die Ruh		1895.0	OSLC	1895.0	0	0	0	0	0	0	0	0	30	35	12	65	187	196	73	88	127	61	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz		D. 775	59	4		Lachen und Weinen		1895.0	OSLC	1895.0	0	0	0	0	0	0	0	12	20	8	128	181	312	89	30	125	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Schwanengesang	D. 957		10		Das Fischermädchen		1828.0	OSLC	1828.0	0	0	0	0	4	0	4	49	62	146	158	225	351	177	107	125	56	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Schwanengesang	D. 957		11		Die Stadt		1828.0	OSLC	1828.0	0	0	0	0	0	0	0	0	0	0	3	33	100	5	41	422	66	22	123	3	15	75	0	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Schwanengesang	D. 957		12		Am Meer		1828.0	OSLC	1828.0	0	0	0	0	0	0	0	0	0	0	0	16	66	14	81	226	171	117	55	119	44	4	18	0	4	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Schwanengesang	D. 957		13		Der Doppelgänger		1828.0	OSLC	1828.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	19	53	26	21	62	187	39	2	10	54	6	0	0	3	0	0	0	0	0
Schubert	Franz	Schwanengesang	D. 957		14		Die Taubenpost		1828.0	OSLC	1828.0	0	0	0	0	0	0	0	0	0	0	0	1	42	79	77	188	380	609	276	151	372	153	39	16	28	2	0	0	0	0	0	0	0	0	0
Schubert	Franz	Schwanengesang	D. 957		1		Liebesbotschaft		1828.0	OSLC	1828.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	38	195	391	272	183	301	301	127	47	58	58	7	0	4	8	0	0	0	0	0	0
Schubert	Franz	Schwanengesang	D. 957		2		Kriegers Ahnung		1828.0	OSLC	1828.0	0	0	0	0	0	0	0	0	4	19	56	171	161	77	197	287	263	182	184	120	129	49	131	40	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Schwanengesang	D. 957		3		Frühlingssehnsucht		1828.0	OSLC	1828.0	0	0	0	0	0	0	0	2	1	29	50	51	128	210	244	119	47	156	75	24	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Schwanengesang	D. 957		4		Ständchen		1828.0	OSLC	1828.0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	68	39	131	219	256	102	55	111	66	0	2	5	0	0	0	0	0	0	0	0	0
Schubert	Franz	Schwanengesang	D. 957		5		Aufenthalt		1828.0	OSLC	1828.0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	178	461	249	259	545	819	312	136	26	54	43	2	0	0	0	0	0	0	0	0
Schubert	Franz	Schwanengesang	D. 957		6		In der Ferne		1828.0	OSLC	1828.0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	38	5	104	162	42	168	300	460	179	73	121	96	0	7	24	0	0	0	0	0	0
Schubert	Franz	Schwanengesang	D. 957		7		Abschied		1828.0	OSLC	1828.0	0	0	0	0	0	0	0	12	106	105	107	495	732	544	328	507	407	94	16	28	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Schwanengesang	D. 957		8		Der Atlas		1828.0	OSLC	1828.0	0	0	0	0	0	0	0	0	0	0	0	6	30	111	2	50	225	140	53	36	113	136	28	24	65	34	3	0	2	0	0	0	0	0	0
Schubert	Franz	Schwanengesang	D. 957		9		Ihr Bild		1828.0	OSLC	1828.0	0	0	0	0	0	1	0	0	16	47	18	27	25	132	83	50	8	27	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Vier Gesänge aus 'Wilhelm Meister'	D. 877	62	1		Mignon und der Harfner		1826.0	OSLC	1826.0	0	0	0	0	0	0	0	0	0	0	2	0	2	11	30	92	135	160	56	127	233	212	83	2	19	35	0	0	0	0	0	0	0	0	0
Schubert	Franz	Vier Gesänge aus 'Wilhelm Meister'	D. 877	62	2		Lied der Mignon (Heiss mich nicht reden)		1826.0	OSLC	1826.0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	26	142	128	69	110	170	194	66	24	31	32	4	5	6	0	0	0	0	0	0	0
Schubert	Franz	Vier Gesänge aus 'Wilhelm Meister'	D. 877	62	3		Lied der Mignon (So lasst mich scheinen)		1826.0	OSLC	1826.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	44	10	61	260	376	151	41	126	67	27	0	3	2	0	0	0	0	0
Schubert	Franz	Vier Gesänge aus 'Wilhelm Meister'	D. 877	62	4		Lied der Mignon (Nur wer die Sehnsucht kennt)		1826.0	OSLC	1826.0	0	0	0	0	0	0	0	0	0	0	0	21	6	21	78	118	39	96	119	155	112	17	24	51	8	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	10		Rast		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	5	0	4	65	134	47	71	221	139	70	10	17	49	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	11		Frühlingstraum		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	0	0	0	4	18	55	43	31	124	466	283	92	69	118	49	4	2	6	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	12		Einsamkeit		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	17	29	131	108	34	75	151	109	54	9	0	24	12	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	13		Die Post		1827.0	OSLC	1827.0	0	0	0	0	0	4	2	0	18	141	127	202	402	544	162	88	187	82	48	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	14		Der greise Kopf		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	1	2	1	6	47	45	12	48	79	80	57	16	14	40	10	0	7	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	15		Die Krähe		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	2	0	11	58	82	39	66	193	136	62	10	29	36	10	4	5	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	16		Letzte Hoffnung		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	7	56	29	20	72	91	122	97	18	55	76	20	0	28	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	17		Im Dorfe		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	0	0	0	3	75	74	33	102	467	314	152	76	184	113	65	1	2	1	0	18	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	18		Der stürmische Morgen		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	4	0	2	43	98	37	23	36	109	105	45	16	19	50	22	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	19		Täuschung		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	20	123	350	56	65	81	69	7	6	21	7	2	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	1		Gute Nacht		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	0	0	0	6	139	301	67	159	557	577	156	49	99	41	23	0	0	2	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	20		Der Wegweiser		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	3	27	23	44	149	27	122	302	166	92	46	72	53	13	5	8	3	0	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	21		Das Wirtshaus		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	1	10	27	64	83	190	200	118	59	103	35	11	12	4	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	22		Muth		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	59	23	33	158	211	134	14	77	40	11	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	23		Die Nebensonnen		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	38	13	40	110	109	65	24	99	35	0	1	4	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	24		Der Leiermann		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	66	0	38	168	153	81	0	0	42	2	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	2		Die Wetterfahne		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	0	6	1	5	11	60	100	38	97	142	173	118	19	23	48	20	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	3		Gefror'ne Tränen		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	10	22	31	117	106	157	103	84	172	61	8	25	22	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	4		Erstarrung		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	4	0	34	51	271	347	82	230	289	500	254	39	13	105	30	2	0	0	0	0	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	5		Der Lindenbaum		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	3	51	83	4	120	295	432	236	49	277	78	14	8	5	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	6		Wasserfluth		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	26	105	50	55	107	179	53	1	2	26	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	7		Auf dem Flusse		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	40	88	44	111	173	287	178	70	84	142	91	15	0	7	3	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	8		Rückblick		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	0	0	0	23	85	40	112	389	688	335	103	126	93	30	10	20	2	2	0	0	0	0	0	0	0	0
Schubert	Franz	Winterreise	D. 911	89	9		Irrlicht		1827.0	OSLC	1827.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	30	58	86	20	66	149	163	65	5	7	52	0	0	0	0	0	0	0	0	0
Schubert	Franz	Sonata in Bb	D. 960					1828.0		MS	1828.0	0	0	0	0	0	0	2	0	44	227	76	64	132	323	482	283	122	209	260	193	84	99	177	72	3	12	15	1	0	0	0	0	0	0	0
Schumann	Clara	Sechs Lieder	Op.	13	1		Ich stand in dunklein Träumen		1844.0	OSLC	1844.0	0	0	0	0	0	0	0	0	2	3	3	87	161	165	143	109	97	103	26	0	13	16	7	0	0	0	0	0	0	0	0	0	0	0	0
Schumann	Clara	Sechs Lieder	Op.	13	2		Sie liebten sich beide		1844.0	OSLC	1844.0	0	0	0	0	0	0	0	0	0	0	0	17	54	46	24	62	83	129	37	2	17	31	2	0	0	0	0	0	0	0	0	0	0	0	0
Schumann	Clara	Sechs Lieder	Op.	13	3		Liebeszauber		1844.0	OSLC	1844.0	0	0	0	0	0	0	0	0	31	6	53	214	558	422	177	235	347	177	42	11	53	21	1	0	0	0	0	0	0	0	0	0	0	0	0
Schumann	Clara	Sechs Lieder	Op.	13	4		Der Mond kommt still gegangen		1844.0	OSLC	1844.0	0	0	0	0	0	0	10	0	3	69	131	186	84	59	86	62	13	5	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schumann	Clara	Sechs Lieder	Op.	13	5		Ich hab' in Deinem Auge		1844.0	OSLC	1844.0	0	0	0	0	0	0	0	14	11	8	67	128	124	93	80	84	66	29	7	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schumann	Clara	Sechs Lieder	Op.	13	6		Die stille Lotosblume		1844.0	OSLC	1844.0	0	0	0	0	0	0	18	25	42	88	197	178	325	176	79	100	77	14	2	1	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Schumann	Clara	Sechs Lieder	Op.	23	1		Was weinst du, Blümlein?	1853.0		OSLC	1853.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	3	51	120	124	65	63	73	49	33	9	8	0	0	0	0	0	0	0	0
Schumann	Clara	Sechs Lieder	Op.	23	2		An einem lichten Morgen	1853.0		OSLC	1853.0	0	0	0	0	0	0	0	0	0	0	2	18	3	72	135	164	99	112	95	113	47	11	16	8	0	0	0	0	0	0	0	0	0	0	0
Schumann	Clara	Sechs Lieder	Op.	23	3		Geheimes Flüstern hier und dort	1853.0		OSLC	1853.0	0	0	0	0	0	0	7	4	13	59	81	54	68	65	64	58	19	10	23	11	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Schumann	Clara	Sechs Lieder	Op.	23	4		Auf einem grünen Hügel	1853.0		OSLC	1853.0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	46	62	6	29	66	76	49	4	0	35	8	0	0	0	0	0	0	0	0	0	0
Schumann	Clara	Sechs Lieder	Op.	23	5		Das ist der Tag, der klingen mag	1853.0		OSLC	1853.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	126	174	93	79	106	58	30	7	2	0	0	0	0	0	0	0	0	0
Schumann	Clara	Sechs Lieder	Op.	23	6		O Lust, o Lust	1853.0		OSLC	1853.0	0	0	0	0	0	0	0	0	3	1	10	40	148	150	56	65	126	48	22	6	11	8	1	0	0	0	0	0	0	0	0	0	0	0	0
Schumann	Robert	Dichterliebe	Op.	48	10		Hör' ich das Liedchen klingen	1840.0		OSLC	1840.0	0	0	0	0	0	0	0	0	0	1	5	2	32	52	15	41	78	63	48	0	9	17	4	0	0	0	0	0	0	0	0	0	0	0	0
Schumann	Robert	Dichterliebe	Op.	48	11		Ein Jüngling liebt ein Mädchen	1840.0		OSLC	1840.0	0	0	0	0	0	0	0	0	4	2	10	35	65	140	71	42	38	48	11	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Schumann	Robert	Dichterliebe	Op.	48	12		Am leuchtenden Sommermorgen	1840.0		OSLC	1840.0	0	0	0	0	0	0	0	0	2	12	6	3	27	113	96	49	42	58	37	13	23	11	10	0	1	3	0	0	0	0	0	0	0	0	0
Schumann	Robert	Dichterliebe	Op.	48	13		Ich hab' im Traum geweinet	1840.0		OSLC	1840.0	0	0	0	0	0	2	0	8	24	57	44	25	71	96	14	3	14	8	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schumann	Robert	Dichterliebe	Op.	48	14		Allnächtlich im Träume	1840.0		OSLC	1840.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	3	52	115	134	65	46	49	49	16	0	3	0	0	0	0	0	0
Schumann	Robert	Dichterliebe	Op.	48	15		Aus alten Märchen	1840.0		OSLC	1840.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	42	47	134	265	417	281	132	239	145	72	25	17	0	20	0	0	0	0	0
